0.1	0.1	0.53665
0.1	0.01	0.52755
0.1	0.0010	0.52755
0.1	1.0E-4	0.52755
0.1	1.0E-5	0.52755
0.01	0.1	0.55784
0.01	0.01	0.52755
0.01	0.0010	0.52755
0.01	1.0E-4	0.52755
0.01	1.0E-5	0.52755
0.0010	0.1	0.53183
0.0010	0.01	0.52755
0.0010	0.0010	0.52755
0.0010	1.0E-4	0.52755
0.0010	1.0E-5	0.52755
1.0E-4	0.1	0.54407
1.0E-4	0.01	0.52755
1.0E-4	0.0010	0.52755
1.0E-4	1.0E-4	0.52755
1.0E-4	1.0E-5	0.52755
1.0E-5	0.1	0.54475
1.0E-5	0.01	0.52755
1.0E-5	0.0010	0.52755
1.0E-5	1.0E-4	0.52755
1.0E-5	1.0E-5	0.52755
