0.5	0.5	0.45533
0.5	0.4	0.46122
0.5	0.3	0.54309
0.5	0.2	0.5639
0.5	0.1	0.54585
0.5	0.01	0.49929
0.5	0.0010	0.42501
0.5	1.0E-4	0.4152
0.5	1.0E-5	0.41889
0.4	0.5	0.52732
0.4	0.4	0.3611
0.4	0.3	0.3902
0.4	0.2	0.36745
0.4	0.1	0.50809
0.4	0.01	0.54347
0.4	0.0010	0.42059
0.4	1.0E-4	0.42519
0.4	1.0E-5	0.42448
0.3	0.5	0.55776
0.3	0.4	0.52069
0.3	0.3	0.59083
0.3	0.2	0.43489
0.3	0.1	0.46161
0.3	0.01	0.58219
0.3	0.0010	0.45362
0.3	1.0E-4	0.42773
0.3	1.0E-5	0.42806
0.2	0.5	0.58252
0.2	0.4	0.56511
0.2	0.3	0.45113
0.2	0.2	0.53793
0.2	0.1	0.40335
0.2	0.01	0.65363
0.2	0.0010	0.44039
0.2	1.0E-4	0.42806
0.2	1.0E-5	0.42542
0.1	0.5	0.42068
0.1	0.4	0.38482
0.1	0.3	0.42439
0.1	0.2	0.63097
0.1	0.1	0.68034
0.1	0.01	0.73414
0.1	0.0010	0.44988
0.1	1.0E-4	0.41732
0.1	1.0E-5	0.41417
0.01	0.5	0.35618
0.01	0.4	0.40536
0.01	0.3	0.44661
0.01	0.2	0.54349
0.01	0.1	0.64136
0.01	0.01	0.76117
0.01	0.0010	0.45469
0.01	1.0E-4	0.41648
0.01	1.0E-5	0.41648
0.0010	0.5	0.49384
0.0010	0.4	0.48803
0.0010	0.3	0.57716
0.0010	0.2	0.47689
0.0010	0.1	0.57292
0.0010	0.01	0.78463
0.0010	0.0010	0.44775
0.0010	1.0E-4	0.41963
0.0010	1.0E-5	0.41417
