0.5	0.5	0.58591
0.5	0.4	0.57126
0.5	0.3	0.43342
0.5	0.2	0.48841
0.5	0.1	0.45793
0.5	0.01	0.73063
0.5	0.0010	0.47341
0.5	1.0E-4	0.42542
0.5	1.0E-5	0.41417
0.4	0.5	0.56294
0.4	0.4	0.5477
0.4	0.3	0.57729
0.4	0.2	0.45963
0.4	0.1	0.51417
0.4	0.01	0.80616
0.4	0.0010	0.42152
0.4	1.0E-4	0.43089
0.4	1.0E-5	0.41417
0.3	0.5	0.44962
0.3	0.4	0.51277
0.3	0.3	0.52896
0.3	0.2	0.40455
0.3	0.1	0.59211
0.3	0.01	0.7734
0.3	0.0010	0.4472
0.3	1.0E-4	0.41648
0.3	1.0E-5	0.41732
0.2	0.5	0.58073
0.2	0.4	0.48696
0.2	0.3	0.42984
0.2	0.2	0.42436
0.2	0.1	0.45216
0.2	0.01	0.76731
0.2	0.0010	0.4288
0.2	1.0E-4	0.41333
0.2	1.0E-5	0.41732
0.1	0.5	0.37676
0.1	0.4	0.59779
0.1	0.3	0.53598
0.1	0.2	0.41575
0.1	0.1	0.71903
0.1	0.01	0.78397
0.1	0.0010	0.42428
0.1	1.0E-4	0.42889
0.1	1.0E-5	0.41417
0.01	0.5	0.47359
0.01	0.4	0.55225
0.01	0.3	0.59523
0.01	0.2	0.5547
0.01	0.1	0.72261
0.01	0.01	0.76726
0.01	0.0010	0.46481
0.01	1.0E-4	0.42227
0.01	1.0E-5	0.41732
0.0010	0.5	0.43633
0.0010	0.4	0.49838
0.0010	0.3	0.56428
0.0010	0.2	0.45544
0.0010	0.1	0.50419
0.0010	0.01	0.79425
0.0010	0.0010	0.44586
0.0010	1.0E-4	0.41648
0.0010	1.0E-5	0.41417
