0.1	0.1	0.50813
0.1	0.01	0.50813
0.1	0.0010	0.50813
0.1	1.0E-4	0.50813
0.1	1.0E-5	0.50813
0.01	0.1	0.51169
0.01	0.01	0.50873
0.01	0.0010	0.50813
0.01	1.0E-4	0.50813
0.01	1.0E-5	0.50813
0.0010	0.1	0.52165
0.0010	0.01	0.50884
0.0010	0.0010	0.50813
0.0010	1.0E-4	0.50813
0.0010	1.0E-5	0.50813
1.0E-4	0.1	0.51194
1.0E-4	0.01	0.50857
1.0E-4	0.0010	0.50813
1.0E-4	1.0E-4	0.50813
1.0E-4	1.0E-5	0.50813
1.0E-5	0.1	0.51573
1.0E-5	0.01	0.50721
1.0E-5	0.0010	0.50813
1.0E-5	1.0E-4	0.50813
1.0E-5	1.0E-5	0.50813
