0.5	0.5	0
0.5	0.4	0
0.5	0.3	0
0.5	0.2	0
0.5	0.1	0
0.5	0.01	0.52019
0.5	0.0010	0.54763
0.5	1.0E-4	0.55555
0.5	1.0E-5	0.55702
0.4	0.5	0
0.4	0.4	0
0.4	0.3	0
0.4	0.2	0
0.4	0.1	0
0.4	0.01	0.48815
0.4	0.0010	0.51626
0.4	1.0E-4	0.54173
0.4	1.0E-5	0.56061
0.3	0.5	0
0.3	0.4	0
0.3	0.3	0
0.3	0.2	0
0.3	0.1	0
0.3	0.01	0.50975
0.3	0.0010	0.51019
0.3	1.0E-4	0.56226
0.3	1.0E-5	0.5786
0.2	0.5	0
0.2	0.4	0
0.2	0.3	0
0.2	0.2	0
0.2	0.1	0
0.2	0.01	0.51468
0.2	0.0010	0.53268
0.2	1.0E-4	0.55911
0.2	1.0E-5	0.58515
0.1	0.5	0
0.1	0.4	0
0.1	0.3	0
0.1	0.2	0
0.1	0.1	0
0.1	0.01	0.49661
0.1	0.0010	0.55464
0.1	1.0E-4	0.5658
0.1	1.0E-5	0.61093
0.01	0.5	0
0.01	0.4	0
0.01	0.3	0
0.01	0.2	0
0.01	0.1	0
0.01	0.01	0.51814
0.01	0.0010	0.5794
0.01	1.0E-4	0.62593
0.01	1.0E-5	0.60332
0.0010	0.5	0
0.0010	0.4	0
0.0010	0.3	0
0.0010	0.2	0
0.0010	0.1	0
0.0010	0.01	0.50276
0.0010	0.0010	0.57568
0.0010	1.0E-4	0.57431
0.0010	1.0E-5	0.614
