0.5	0.5	0.5487
0.5	0.4	0.55135
0.5	0.3	0.50833
0.5	0.2	0.55091
0.5	0.1	0.55705
0.5	0.01	0.45216
0.5	0.0010	0.32147
0.5	1.0E-4	0.31671
0.5	1.0E-5	0.31411
0.4	0.5	0.52956
0.4	0.4	0.45273
0.4	0.3	0.44864
0.4	0.2	0.54644
0.4	0.1	0.59055
0.4	0.01	0.45845
0.4	0.0010	0.32256
0.4	1.0E-4	0.31796
0.4	1.0E-5	0.31463
0.3	0.5	0.47519
0.3	0.4	0.48119
0.3	0.3	0.59666
0.3	0.2	0.57305
0.3	0.1	0.55144
0.3	0.01	0.50555
0.3	0.0010	0.32345
0.3	1.0E-4	0.31461
0.3	1.0E-5	0.31622
0.2	0.5	0.53915
0.2	0.4	0.55026
0.2	0.3	0.48114
0.2	0.2	0.60534
0.2	0.1	0.5219
0.2	0.01	0.55567
0.2	0.0010	0.32526
0.2	1.0E-4	0.3152
0.2	1.0E-5	0.31753
0.1	0.5	0.51541
0.1	0.4	0.484
0.1	0.3	0.5342
0.1	0.2	0.47145
0.1	0.1	0.54886
0.1	0.01	0.63839
0.1	0.0010	0.32791
0.1	1.0E-4	0.32057
0.1	1.0E-5	0.31871
0.01	0.5	0.5259
0.01	0.4	0.5514
0.01	0.3	0.42674
0.01	0.2	0.52325
0.01	0.1	0.5128
0.01	0.01	0.61766
0.01	0.0010	0.32893
0.01	1.0E-4	0.32062
0.01	1.0E-5	0.3193
0.0010	0.5	0.51534
0.0010	0.4	0.4677
0.0010	0.3	0.50333
0.0010	0.2	0.62643
0.0010	0.1	0.48624
0.0010	0.01	0.63827
0.0010	0.0010	0.33817
0.0010	1.0E-4	0.32104
0.0010	1.0E-5	0.31919
