2008-08-01	3
2008-08-02	1
2008-08-03	0
2008-08-04	1
2008-08-05	0
2008-08-06	0
2008-08-07	0
2008-08-08	0
2008-08-09	0
2008-08-10	0
2008-08-11	0
2008-08-12	0
2008-08-13	0
2008-08-14	0
2008-08-15	0
2008-08-16	1
2008-08-17	1
2008-08-18	0
2008-08-19	0
2008-08-20	0
2008-08-21	0
2008-08-22	0
2008-08-23	1
2008-08-24	0
2008-08-25	5
2008-08-26	0
2008-08-27	0
2008-08-28	6
2008-08-29	1
2008-08-30	0
2008-08-31	0
2008-09-01	4
2008-09-02	4
2008-09-03	0
2008-09-04	4
2008-09-05	0
2008-09-06	0
2008-09-07	3
2008-09-08	1
2008-09-09	2
2008-09-10	0
2008-09-11	0
2008-09-12	0
2008-09-13	0
2008-09-14	0
2008-09-15	6
2008-09-16	9
2008-09-17	2
2008-09-18	3
2008-09-19	9
2008-09-20	0
2008-09-21	0
2008-09-22	6
2008-09-23	10
2008-09-24	11
2008-09-25	13
2008-09-26	2
2008-09-27	0
2008-09-28	3
2008-09-29	8
2008-09-30	0
2008-10-01	13
2008-10-02	11
2008-10-03	0
2008-10-04	0
2008-10-05	0
2008-10-06	1
2008-10-07	3
2008-10-08	8
2008-10-09	6
2008-10-10	2
2008-10-11	1
2008-10-12	1
2008-10-13	1
2008-10-14	0
2008-10-15	1
2008-10-16	2
2008-10-17	0
2008-10-18	2
2008-10-19	4
2008-10-20	0
2008-10-21	1
2008-10-22	6
2008-10-23	2
2008-10-24	1
2008-10-25	0
2008-10-26	0
2008-10-27	0
2008-10-28	10
2008-10-29	0
2008-10-30	1
2008-10-31	0
2008-11-01	3
2008-11-02	0
2008-11-03	0
2008-11-04	111
2008-11-05	64
2008-11-06	45
2008-11-07	23
2008-11-08	9
2008-11-09	4
2008-11-10	16
2008-11-11	9
2008-11-12	6
2008-11-13	14
2008-11-14	3
2008-11-15	1
2008-11-16	8
2008-11-17	5
2008-11-18	41
2008-11-19	13
2008-11-20	17
2008-11-21	3
2008-11-22	2
