0.5	0.5	0.46294
0.5	0.4	0.52614
0.5	0.3	0.5884
0.5	0.2	0.50728
0.5	0.1	0.45398
0.5	0.01	0.54021
0.5	0.0010	0.37945
0.5	1.0E-4	0.35955
0.5	1.0E-5	0.35833
0.4	0.5	0.42508
0.4	0.4	0.48284
0.4	0.3	0.55387
0.4	0.2	0.52256
0.4	0.1	0.49125
0.4	0.01	0.57079
0.4	0.0010	0.3675
0.4	1.0E-4	0.35246
0.4	1.0E-5	0.35368
0.3	0.5	0.5462
0.3	0.4	0.51637
0.3	0.3	0.42198
0.3	0.2	0.53193
0.3	0.1	0.552
0.3	0.01	0.54809
0.3	0.0010	0.37874
0.3	1.0E-4	0.35439
0.3	1.0E-5	0.35185
0.2	0.5	0.55913
0.2	0.4	0.62988
0.2	0.3	0.57754
0.2	0.2	0.55668
0.2	0.1	0.4716
0.2	0.01	0.62656
0.2	0.0010	0.38181
0.2	1.0E-4	0.35538
0.2	1.0E-5	0.3529
0.1	0.5	0.56951
0.1	0.4	0.48037
0.1	0.3	0.59589
0.1	0.2	0.48276
0.1	0.1	0.49209
0.1	0.01	0.67541
0.1	0.0010	0.38388
0.1	1.0E-4	0.35892
0.1	1.0E-5	0.35339
0.01	0.5	0.41112
0.01	0.4	0.44139
0.01	0.3	0.4998
0.01	0.2	0.53274
0.01	0.1	0.49954
0.01	0.01	0.66577
0.01	0.0010	0.39136
0.01	1.0E-4	0.36814
0.01	1.0E-5	0.36455
0.0010	0.5	0.4349
0.0010	0.4	0.45292
0.0010	0.3	0.59797
0.0010	0.2	0.46219
0.0010	0.1	0.45058
0.0010	0.01	0.68816
0.0010	0.0010	0.38609
0.0010	1.0E-4	0.35881
0.0010	1.0E-5	0.35714
