0.5	0.5	0
0.5	0.4	0
0.5	0.3	0
0.5	0.2	0
0.5	0.1	0
0.5	0.01	0.56316
0.5	0.0010	0.56793
0.5	1.0E-4	0.58299
0.5	1.0E-5	0.41714
0.4	0.5	0
0.4	0.4	0
0.4	0.3	0
0.4	0.2	0
0.4	0.1	0
0.4	0.01	0.56871
0.4	0.0010	0.50447
0.4	1.0E-4	0.54779
0.4	1.0E-5	0.39699
0.3	0.5	0
0.3	0.4	0
0.3	0.3	0
0.3	0.2	0
0.3	0.1	0
0.3	0.01	0.48135
0.3	0.0010	0.59787
0.3	1.0E-4	0.55514
0.3	1.0E-5	0.42018
0.2	0.5	0
0.2	0.4	0
0.2	0.3	0
0.2	0.2	0
0.2	0.1	0
0.2	0.01	0.54141
0.2	0.0010	0.62967
0.2	1.0E-4	0.59534
0.2	1.0E-5	0.39005
0.1	0.5	0
0.1	0.4	0
0.1	0.3	0
0.1	0.2	0
0.1	0.1	0
0.1	0.01	0.51549
0.1	0.0010	0.55626
0.1	1.0E-4	0.66625
0.1	1.0E-5	0.38924
0.01	0.5	0
0.01	0.4	0
0.01	0.3	0
0.01	0.2	0
0.01	0.1	0
0.01	0.01	0.51366
0.01	0.0010	0.61198
0.01	1.0E-4	0.66724
0.01	1.0E-5	0.38008
0.0010	0.5	0
0.0010	0.4	0
0.0010	0.3	0
0.0010	0.2	0
0.0010	0.1	0
0.0010	0.01	0.43342
0.0010	0.0010	0.55686
0.0010	1.0E-4	0.67593
0.0010	1.0E-5	0.38557
