0.5	0.5	0
0.5	0.4	0
0.5	0.3	0
0.5	0.2	0
0.5	0.1	0
0.5	0.01	0.51874
0.5	0.0010	0.536
0.5	1.0E-4	0.58066
0.5	1.0E-5	0.43376
0.4	0.5	0
0.4	0.4	0
0.4	0.3	0
0.4	0.2	0
0.4	0.1	0
0.4	0.01	0.51741
0.4	0.0010	0.57971
0.4	1.0E-4	0.57771
0.4	1.0E-5	0.42734
0.3	0.5	0
0.3	0.4	0
0.3	0.3	0
0.3	0.2	0
0.3	0.1	0
0.3	0.01	0.51388
0.3	0.0010	0.60485
0.3	1.0E-4	0.55784
0.3	1.0E-5	0.4266
0.2	0.5	0
0.2	0.4	0
0.2	0.3	0
0.2	0.2	0
0.2	0.1	0
0.2	0.01	0.54809
0.2	0.0010	0.55059
0.2	1.0E-4	0.59053
0.2	1.0E-5	0.41821
0.1	0.5	0
0.1	0.4	0
0.1	0.3	0
0.1	0.2	0
0.1	0.1	0
0.1	0.01	0.53381
0.1	0.0010	0.59519
0.1	1.0E-4	0.59465
0.1	1.0E-5	0.41233
0.01	0.5	0
0.01	0.4	0
0.01	0.3	0
0.01	0.2	0
0.01	0.1	0
0.01	0.01	0.59433
0.01	0.0010	0.59838
0.01	1.0E-4	0.56361
0.01	1.0E-5	0.4141
0.0010	0.5	0
0.0010	0.4	0
0.0010	0.3	0
0.0010	0.2	0
0.0010	0.1	0
0.0010	0.01	0.52047
0.0010	0.0010	0.56495
0.0010	1.0E-4	0.56024
0.0010	1.0E-5	0.40855
