0.5	0.5	0
0.5	0.4	0
0.5	0.3	0
0.5	0.2	0
0.5	0.1	0
0.5	0.01	0.50073
0.5	0.0010	0.5295
0.5	1.0E-4	0.59759
0.5	1.0E-5	0.37939
0.4	0.5	0
0.4	0.4	0
0.4	0.3	0
0.4	0.2	0
0.4	0.1	0
0.4	0.01	0.51658
0.4	0.0010	0.5654
0.4	1.0E-4	0.59329
0.4	1.0E-5	0.3813
0.3	0.5	0
0.3	0.4	0
0.3	0.3	0
0.3	0.2	0
0.3	0.1	0
0.3	0.01	0.53108
0.3	0.0010	0.60206
0.3	1.0E-4	0.6084
0.3	1.0E-5	0.3846
0.2	0.5	0
0.2	0.4	0
0.2	0.3	0
0.2	0.2	0
0.2	0.1	0
0.2	0.01	0.48136
0.2	0.0010	0.5895
0.2	1.0E-4	0.59698
0.2	1.0E-5	0.38423
0.1	0.5	0
0.1	0.4	0
0.1	0.3	0
0.1	0.2	0
0.1	0.1	0
0.1	0.01	0.52159
0.1	0.0010	0.54462
0.1	1.0E-4	0.59326
0.1	1.0E-5	0.37834
0.01	0.5	0
0.01	0.4	0
0.01	0.3	0
0.01	0.2	0
0.01	0.1	0
0.01	0.01	0.4873
0.01	0.0010	0.54949
0.01	1.0E-4	0.59514
0.01	1.0E-5	0.39007
0.0010	0.5	0
0.0010	0.4	0
0.0010	0.3	0
0.0010	0.2	0
0.0010	0.1	0
0.0010	0.01	0.52207
0.0010	0.0010	0.59237
0.0010	1.0E-4	0.59335
0.0010	1.0E-5	0.37687
