0.1	0.1	0.54227
0.1	0.01	0.51874
0.1	0.0010	0.50698
0.1	1.0E-4	0.50698
0.1	1.0E-5	0.50698
0.01	0.1	0.54055
0.01	0.01	0.54084
0.01	0.0010	0.50698
0.01	1.0E-4	0.50698
0.01	1.0E-5	0.50698
0.0010	0.1	0.52094
0.0010	0.01	0.54305
0.0010	0.0010	0.50698
0.0010	1.0E-4	0.50698
0.0010	1.0E-5	0.50698
1.0E-4	0.1	0.54043
1.0E-4	0.01	0.54304
1.0E-4	0.0010	0.50698
1.0E-4	1.0E-4	0.50698
1.0E-4	1.0E-5	0.50698
1.0E-5	0.1	0.53156
1.0E-5	0.01	0.54318
1.0E-5	0.0010	0.50698
1.0E-5	1.0E-4	0.50698
1.0E-5	1.0E-5	0.50698
