50996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7917594692280547	0.0	0.0	0.0	0.6931471805599453	1.6094379124341005	1.6094379124341005	0.0	0.0	1.3862943611198906	1.0986122886681096
13993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5623351446188083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3862943611198906
16801	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6352	0.6365141682948128	2.521771818085036	0.6931471805599453	0.6931471805599453	0.6931471805599453	0.6931471805599453	1.0986122886681096	0.0	1.3862943611198906	2.5577938601077324	1.7917594692280547	1.7917594692280547	0.8675632284814612	0.0	2.1639556568820564	1.945910149055313	0.0	0.6931471805599453	1.6094379124341005	1.3862943611198906
530	0.0	2.0794415416798357	0.0	0.0	0.0	1.6094379124341005	0.6931471805599453	0.0	1.3862943611198906	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6491	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
151	0.6365141682948128	0.0	0.0	0.0	0.6931471805599453	0.0	1.0986122886681096	0.0	0.6931471805599453	1.0986122886681096	0.0	0.0	0.0	0.0	1.0986122886681096	1.3862943611198906	0.0	0.0	0.0	0.0
15213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6767	1.7917594692280547	0.0	2.3978952727983707	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	1.3862943611198906	1.0986122886681096	1.5607104090414063	1.6094379124341005	0.0	0.6931471805599453	1.7478680974667573	1.3862943611198906	1.0397207708399179	0.0
46792	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6931471805599453	0.0	0.0	0.0	0.0	0.6931471805599453	0.0	0.0	1.0986122886681096
20815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0986122886681096	0.0	0.0	0.0	0.0
8021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
